id,topic,prior_knowledge_needed,paragraph,question_plus,problems
generation-for-nlp-2244,부동산,필요 없음,지난 12일 시공사 선정 입찰을 시행한 서울 태릉현대아파트 재건축조합은 결국 또다시 공사를 맡을 업체를 뽑는 데 실패했다. 이미 세 차례나 유찰돼 이번에는 수의계약 방식으로 건설사를 지명할 수 있었지만 그마저 관심을 보이던 A건설사가 제안서 제출을 포기했기 때문이다. 조합 관계자는 “이사회를 열어 앞으로는 한 업체가 단독으로 입찰에 참여하더라도 시공사 선정을 위한 주민총회에 상정해 통과시킬 수 있도록 할 계획”이라고 말했다.재개발·재건축조합들이 헌 집을 헐고 새 집으로 지어줄 건설사(시공사)를 모시는 데 애를 먹고 있다. 부동산 시장 침체가 장기화되면서 자금사정이 빠듯해진 건설사들이 계약조건이 유리하거나 분양성이 뛰어난 단지만 골라 수주하기 때문이다. 최근 용인2구역 재건축사업도 참여 업체가 없어 시공사 선정 입찰이 유찰됐다. 오는 22일 입찰이 실시될 예정이던 부천 원종3D구역 도시환경정비사업도 앞서 개최한 현장설명회에서 건설사가 단 한 곳도 나타나지 않자 입찰이 자동 유찰됐다. 서울 자양1구역 재건축조합도 입찰이 표류 중이다. 서울 구산1구역과 홍제3구역은 수년 전 시공사를 교체하려고 계약을 해지했다가 지금까지 다른 건설사를 찾지 못하고 있다.‘시공사 모시기’가 어려움에 처하자 주민들이 한 번 거절했던 시공사에 다시 ‘러브콜’을 보내는 경우도 나타나고 있다. 서울 상도동 대림아파트는 대형주택 비율 등을 둘러싼 설계변경 건으로 B건설사와 본계약 직전에 계약을 해지한 바 있다. 이후 새로운 시공사를 찾아나섰지만 입찰이 번번이 유찰되면서 결국 B업체에 다시 손을 내밀었다. 글로벌 금융위기 이후 조합이 시공사를 바꾸는 사례는 적지 않았다. 시공사는 금융회사에서 돈을 빌려 조합에 사업비 등으로 대여해 주는데 재무상태가 나빠진 건설사나 사업성이 떨어지는 사업장에선 제대로 자금이 지원되지 않았기 때문이다. 건설사들도 과거처럼 큰 자금을 쏟아부으며 사업 수주를 위한 기득권 구축에만 매달리지 않는다. 소위 ‘될 사업’을 냉정하게 고른다는 의미다. 한 대형 건설사 영업담당 상무는 “역세권도 아니고 시세는 떨어지는데 조합원들이 비싼 일반 분양가를 고집하면 답이 없다”며 “재개발·재건축은 주민 간 갈등으로 사업이 늦어지는 등 리스크가 크기 때문에 건설사들은 신중히 사업장을 고르고 있다”고 설명했다.,,"{'question': '서울 태릉현대아파트 재건축조합이 시공사를 선정하는 데 실패한 이유는 무엇인가?', 'choices': ['A건설사가 제안서 제출을 포기했다.', '부동산 시장이 호황이다.', '조합원 간의 갈등이 없었다.', '입찰에 참여한 건설사가 많았다.', '시공사 선정이 법적으로 의무화되었다.'], 'answer': 1}"
generation-for-nlp-2245,ETC,필요 없음,"서울시가 보행공원으로 바뀌는 서울역고가도로를 대체할 새 고가도로를 건설한다. 서울역 배후 주거지역인 중림동·만리동·서계동 일대의 노후주택을 재개발하고, 중림동 가로변 시장을 현대화해 골목상권을 활성화한다. ▶본지 4월16일자 A1·3면, 4월18일자 A1·4면 참조서울시는 이 같은 내용을 담은 ‘서울역 일대 종합발전계획’을 7일 발표했다. 박원순 서울시장이 지난 1월 발표한 서울역고가 공원화 등 ‘서울역 7017 프로젝트’를 토대로, 그동안 수렴한 주민 의견을 반영한 것이다. 이건기 행정2부시장은 이날 기자설명회에서 “하루 유동인구가 40만명에 이르는 서울의 관문이자 중심인 서울역 일대 개발을 통해 쇠퇴한 지역경제에 활력을 불어넣겠다”고 말했다.우선 시는 서울역 북쪽 철도부지를 소유한 코레일과 협의해 북부 역세권의 조기 개발에 나선다. 시는 이달 중 코레일과 함께 태스크포스를 구성해 건축 규모와 기능 등을 협의한 뒤 올해 하반기 민간사업자 공모에 나설 계획이다. 서울역고가 공원화에 따른 왕복 4차선 대체도로는 북부 역세권 개발과 병행해 건설한다.시는 대체도로가 마련되기 전까지 교통 혼잡을 막기 위해 염천교를 통한 우회경로를 마련할 계획이다. 남대문시장 인근을 지나는 시내버스 노선은 현재 12개에서 15개로 늘리고, 이 지역을 편도로 운행하던 버스 일부를 왕복 운행하도록 했다. 이와 함께 남대문시장은 2018년까지 50억원(국비 50%, 시비 50%)을 투입해 현대화한다.그동안 개발이 지체됐던 중림동 만리동 서계동 등 서울역 배후지역도 대대적으로 개발한다. 시는 중림동 가로상권을 활성화해 골목상권을 키울 계획이다. 지하철 2호선 충정로역 인근 호박마을 등 저층 노후주거지 정비를 위해 융자 등 재정지원 방안을 마련하고, 용적률 상향 등 인센티브를 제공해 조속한 개발을 유도할 방침이다. 만리동에서 약현성당을 지나 서소문공원까지 구간은 역사문화거리로 조성된다.현 서울역고가 밑에 있는 청소차량 차고지는 올 하반기에 이전한다. 68대의 중구 쓰레기 청소차량이 주간 시간대 주차하는 이곳은 쓰레기 냄새 등으로 이전을 요구하는 지역 주민의 요구가 거셌다. 시는 청파동과 공덕동 지역은 봉제산업 발전방안을 마련해 지원하기로 했다. 개발이 지연되고 있는 서계동은 올 9월 지구단위계획을 확정해 이른 시일 내 개발할 예정이다.시는 서울역고가 공원화 사업에 반발했던 남대문시장 상인들과는 대화를 계속하며 설득해나갈 방침이다.이와 함께 시는 오는 10일 지난해 10월 이후 두 번째로 서울역고가를 시민에게 개방한다. 시는 이를 위해 고가 상부 400m 구간에 시민 2000명이 한꺼번에 피크닉을 할 수 있는 2400㎡ 규모의 인조잔디밭을 마련할 예정이다.",,"{'question': '서울역 일대 종합발전계획의 주요 내용 중 하나로, 서울시가 새로 건설할 고가도로의 목적은 무엇인가?', 'choices': ['서울역 고가도로를 대체하기 위해', '서울역 고가도로를 철거하기 위해', '서울역 고가도로를 현대화하기 위해', '서울역 고가도로를 관광지로 만들기 위해', '서울역 고가도로를 상업시설로 전환하기 위해'], 'answer': 1}"
generation-for-nlp-2246,국제,필요 없음,"포스코건설이 제안한 ‘제로에너지 건축물 구현을 위한 최적화 설계방안 개발’ 과제가 영국 외무부의 지원을 받게 됐다.포스코건설은 ‘제로에너지 건축물 구현을 위한 최적화 설계방안 개발’ 과제가 영국 외무부가 운영하는 펀드 프로그램 지속 가능성 분야에 선정됐다고 12일 발표했다. 내년 3월까지 포스코건설은 영국 케임브리지대와 공동으로 과제를 수행할 예정이며, 이 기간 동안 총 1만5000파운드(약 2500만원)의 연구기금을 지원받는다.포스코의 제안은 에너지 유출량을 최소화하고 태양광 지열 등을 활용해 자체 에너지를 생산하는 건축물을 설계하는 방안이다. 제로에너지 건축물에선 소비하는 에너지와 건물의 신재생에너지 발전량을 합산해 에너지 소비량이 제로(0)가 된다. 영국 외무부는 2011년부터 전 세계적으로 규제개혁, 저탄소, 건강, 정보기술(IT), 반부패, 세계 경제정책, 미래도시 분야를 성장시키기 위해 번영기금을 운영하고 있다. 한국에서는 정부기관, 비영리단체, 학계, 연구기관 등 매년 약 15개 기관을 선정해왔고, 기금 설립 이래 국내 민간 기업을 채택한 것은 이번이 처음이다.",,"{'question': '포스코건설이 제안한 과제가 지원을 받게 된 기관은 어디인가?', 'choices': ['영국 외무부', '한국 정부', '케임브리지대', '유럽연합', '세계은행'], 'answer': 1}"
generation-for-nlp-2247,경제,필요 없음,"인도 진출 핀테크 스타트업 밸런스히어로가 300억원 규모의 시리즈 D 투자 유치에 성공했다. 본 라운드는 플레이어언노운스 배틀그라운드 게임 개발사 크래프톤의 장병규 의장이 신규 투자자로 리딩하였으며, 기존 투자자인 소프트뱅크 벤처스, 네이버, 본엔젤스, 대성창업투자, 신한캐피탈이 참여했다. 지난해 10월 260억원 규모의 시리즈 C 투자 유치 이후 1년 만에 이룬 성과다. 이로써 밸런스히어로 누적 투자금액은 1,000억원에 달한다. 이번 투자로 대출 사업을 중심으로 빠르게 성장하여 내년 상반기 내로 영업이익 달성을 목표로 두고 있다. 밸런스히어로는 2015년 선불제 통신료 잔액확인 앱 ‘트루밸런스’를 시작으로 현재는 인도 10억명의 금융 소외층을 위한 소액대출 서비스까지 제공하고 있다. 대출 평균 거래금액은 캐시론이 15만원, 레벨업론이 1만5천원이며 올해 거래된 누적 거래액은 3천5백억원을 기록했다. 밸런스히어로의 비전은 기존 금융 서비스에 소외되어 있던 10억 인도 중산층들을 위한 금융 서비스 제공을 통해 이들의 경제적 삶을 개선하는 것이다. 이철원 밸런스히어로 대표는 “올 한해 코로나로 인해 여러가지 어려움을 겪었으나, 이를 오히려 기회로 삼아 대출이 불가능한 무신용자나 결제가 불가능한 사용자들에게 보다 생애 최초의 대출 및 금융 서비스를 앱 기반으로 빠르고 쉽게 제공할 수 있는 서비스로 성장 할 수 있게 되어 기쁘다“라며 ”이번 투자유치를 통해 기술 고도화와 인도 시장 확대에 집중하여 인도서 대표적인 생활 금융 중개 플랫폼이 될 것이다“라고 말했다. 리드 투자자인 장병규 크래프톤 의장은 “아마존, 구글 등의 IT 공룡들도 대규모 투자를 통해 인도 시장에 적극적으로 진입하고 있으며, 이는 인도가 그만큼 중요한 시장이라는 증명이다.”라며 “이번 투자는 인도에서 모두를 위한 금융을 실천 중인 밸런스히어로의 비전에 대한 믿음이 있어서 진행했다. 한국의 여러 기업들도 인도와 같은 잠재력이 큰 시장에 대해 관심을 갖고 도전했으면 한다”라고 말했다. 한편 밸런스히어로는 중소벤처기업진흥공단으로부터 사업성을 인정받아 올해 3월 20억원 규모의 ‘성장공유형자금’을 지원받았다.",,"{'question': '밸런스히어로가 최근 유치한 투자금액은 얼마인가?', 'choices': ['300억원', '260억원', '1,000억원', '20억원', '3,500억원'], 'answer': 1}"
generation-for-nlp-2248,국제,필요 없음,스티븐 하퍼 캐나다 총리(사진)가 의회(하원)를 해산하고 오는 10월19일 총선거를 치르겠다고 밝혔다. 하퍼 총리는 2006년부터 국정을 이끌고 있으며 이번 선거에서 승리하면 사상 처음으로 4연임할 수 있다. 그는 긴축을 통해 균형재정을 달성하겠다는 목표를 제시했으나 유가 하락 등에 따른 경기침체로 국민의 반발이 거세 쉽지 않은 선거전을 치러야 할 것이란 전망이 나온다.하퍼 총리는 2일(현지시간) 영국 여왕을 대리해 캐나다 의회 소집과 해산 등의 재가권을 갖고 있는 데이비드 존스턴 총독을 찾아 총선거 계획을 전달하고 이를 공식 발표했다. 하퍼 총리와 집권여당인 보수당은 경제와 안보 이슈를 내세워 총선 승리를 노리고 있다. 하퍼 총리는 7년째 이어진 재정적자를 끝내고 올해는 균형재정을 달성하겠다고 강조했다. 그는 “지금은 우리의 미래를 위험에 빠뜨릴 수 있는 계획을 검토할 때가 아니라 현재 마련된 계획을 안정적으로 운영해야 할 시간”이라고 말했다. 안정적인 경제 운영을 위해 여당에 힘을 실어달라는 얘기다. 보수당은 지난해 10월 발생한 ‘외로운 늑대(자생적 테러리스트)’에 의한 테러사건을 부각하며 국민을 안전하게 지키기 위해선 변화보다 안정이 필요하다고 역설했다.하지만 하퍼 총리의 승리 가능성은 아직 확실하지 않다. 캐나다 CBC방송에 따르면 보수당의 지지율은 31.6%로 제1야당인 신민당(32.1%)과 비슷한 수준이다. 유가 하락으로 경기가 악화하면서 하퍼 총리에게 등을 돌린 투표자가 늘어났을 뿐만 아니라 균형재정 가능성도 낮아졌기 때문이다. 캐나다 국내총생산(GDP)은 지난 5월 0.2% 위축됐으며 5개월 연속 뒷걸음질쳤다. 토머스 멜케어 신민당 대표는 “국민은 이제 변화를 원한다”며 정권 교체를 호소하고 있다. 박종서 기자,,"{'question': '스티븐 하퍼 총리가 의회를 해산하고 총선거를 치르겠다고 발표한 날짜는 언제인가?', 'choices': ['10월 19일', '10월 2일', '10월 1일', '9월 30일', '10월 20일'], 'answer': 1}"
generation-for-nlp-2249,경제,필요 없음,"일본 소비재 가격이 잇따라 오르고 있다. 엔화 가치 하락으로 수입 원료 가격이 상승한 탓이다. 아베노믹스(아베 신조 총리의 금융완화 정책)의 부작용이 본격화하기 시작했다는 지적이 나온다. 일본의 대표적 유산균 음료인 요구르트 가격(플라스틱병 기준)은 지난 10일부터 37엔에서 42엔으로 5엔(13.5%) 인상됐다. 요구르트 값이 오른 것은 1991년 이후 22년 만이다. 엔저(低)의 영향으로 탈지분유와 합성수지 등 요구르트에 들어가는 수입 원료 가격이 상승한 것이 주요인이다. 오는 11월쯤 가격을 추가 인상하는 계획도 잡혀 있다. 요구르트를 매일 마시는 300만명의 일본인에겐 반갑지 않은 소식이다. 저가 공세로 재미를 보던 일본 맥도날드도 가격 인상 대열에 합류했다. 대표 상품인 치즈버거 가격을 이달 들어 120엔에서 150엔으로 25% 올렸다. 지난 5월에는 애플이 아이패드의 일본 판매가격을 1만6000엔 인상했다. 높은 가격대의 신상품을 출시하는 방식으로 소비자 저항을 피해가려는 움직임도 나타나고 있다. 일본 최대 덮밥 체인인 요시노야는 지난 12일부터 480엔짜리 돼지고기 덮밥을 내놓았다. 요시노야가 지금까지 선보인 기본 메뉴 가운데 가장 비싼 것이다. 가계살림에 큰 영향을 미치는 휘발유 가격도 줄곧 오름세다. 이번 주 일본 전역의 평균 휘발유 판매가격은 L당 161.40엔으로, 전주보다 0.7엔 상승했다. 2008년 10월 이후 4년11개월 만에 최고치다. 일반 소비재 가격이 줄줄이 오르면서 아베노믹스의 부작용을 걱정하는 목소리도 커졌다. 영국 파이낸셜타임스는 “내년 4월 소비세율이 인상될 경우 생필품값은 더욱 오를 것”이라며 “가계의 소득 상승보다 빨리 시작된 물가 인상으로 일본 내수가 더욱 위축될 수 있다”고 우려했다.",,"{'question': '일본에서 최근 소비재 가격 인상의 주된 원인은 무엇인가?', 'choices': ['엔화 가치 하락', '소득 상승', '소비세 인상', '수출 증가', '정부의 가격 통제'], 'answer': 1}"
generation-for-nlp-2250,경제,필요 없음,"야놀자(총괄대표 이수진)가 삼성물산 리조트부문(대표 정금용)이 운영하는 에버랜드와 전략적 업무협약을 체결했다. 야놀자와 에버랜드는 지난 17일(화), 경기도 용인시 에버랜드에서 양사 주요인사가 참석한 가운데 업무 협약식을 진행했다. 양사는 이번 협약을 기반으로 온라인 특가 상품 및 제휴 패키지의 공동 개발과 판매, 홍보 등에 협력할 예정이다. 먼저, 국내 최초 판다인 푸바오의 백일을 기념해 양사가 공동 제작한 조형물 ‘판다야놀자’를 선보인다. 아기 판다 캐릭터를 활용한 높이 2.5m의 대형 조형물로, 에버랜드의 대표 포토스팟인 정문 글로벌페어 지역에 설치됐다. 판다월드 홍보를 위한 공동 이벤트도 마련했다. 오늘 오후 2시부터 오는 22일(일)까지 야놀자 앱에서는 ‘아기판다 이름 맞추기 퀴즈’를 진행하고, 추첨을 통해 총 10명에게 에버랜드 종일 이용권과 한정판 아기 판다 스페셜 굿즈 세트를 증정한다. 세트는 야광봉, 포토카드, 미니카 등 판다 캐릭터 상품 7종으로 구성됐다. 협약을 기념해 단독 패키지 상품도 선보인다. 야놀자는 오는 22일까지 에버랜드 3인 이용권과 아기판다 스페셜 굿즈 세트로 구성된 패키지를 최대 47% 할인 판매한다. 야놀자 앱 내 에버랜드 브랜드관과 이벤트 페이지에서 구매 가능하며, 사용 기한은 12월 20일(일)까지다. 연은정 야놀자 마케팅실장은 ""이번 업무협약을 기반으로 야놀자에서만 만나볼 수 있는 에버랜드 특가상품과 혜택을 지속 선보일 것으로 기대한다”면서, “국내 여가 수요가 증가하고 있는 만큼 보다 다양한 여가 콘텐츠 제공을 위해 주요 파트너사들과의 적극적인 협업을 이어나갈 계획""이라고 말했다.",,"{'question': '야놀자와 에버랜드의 전략적 업무협약의 주요 내용 중 하나는 무엇인가?', 'choices': ['온라인 특가 상품 및 제휴 패키지의 공동 개발과 판매', '에버랜드의 입장료 인상', '야놀자의 앱 서비스 종료', '판다 캐릭터 상품의 단독 판매', '에버랜드의 리조트 확장 계획'], 'answer': 1}"
generation-for-nlp-2251,ETC,필요 없음,"(재)파라다이스문화재단(이사장 최윤정)이 주최ㆍ주관하는 ‘파라다이스 아트랩 쇼케이스2019(Paradise Art Lab Showcase 2019, 이하 PAL 쇼케이스 2019)’가 오는 10월 18일(금)부터 11월 3일(일)까지 영종도 파라다이스시티 내 스튜디오 파라다이스와 서울 장충동 파라다이스 ZIP에서 화려한 첫 발을 내딛는다. ‘파라다이스 아트랩’은 예술의 현재를 탐색, 미래 예술의 가능성을 제시하는 장을 마련하기 위해 기획된 예술 창∙제작 지원사업이다. 지난해 9월 공모를 통해 권병준, 권하윤, 김윤철, 룹앤테일, 뭎, 양아치, 열혈예술청년단, 이장원, 클로잎, 팀보이드 등 총 10팀이 선정되었고 1년여의 창ㆍ제작 과정을 거쳐 관객들을 만난다. <FUTURE MINDS>라는 주제 하에 진행되는 ‘PAL 쇼케이스 2019’는 VR, 프로젝션 맵핑, 모션 캡쳐, 위치인식 시스템 등을 다채롭게 선보여 기술과 예술의 경계를 허물고 새로운 가능성을 제시하고 있다. 또한 관객들이 전시를 직ㆍ간접적으로 체험함으로써 예술과 삶이 가까워지는 미래의 방향성을 제시한다는 메시지를 담고 있다. 본 쇼케이스는 관람객을 위해 AR도슨트 어플리케이션을 통해 작품 설명, 성인 및 키즈 음성 도슨트를 제공한다. 또한 PAL 소개와 권하윤, 권병준 작가의 작품에 대한 이야기를 듣는 ‘PAL TALK’, 어린이 관객을 위한 ‘PAL x LEO 프로그램’, 오픈 강연 형태의 ‘PAL LECTURE’ 등 다양한 부대 프로그램이 준비되어 있다. 전 일정 무료 관람이며, 서울 홍대ㆍ강남에서 영종도를 왕복하는 셔틀 버스를 운행한다. 일부 작품에 한해 사전 예약이 필요하며 자세한 내용 및 예약은 공식 홈페이지를 통해 확인할 수 있다. ‘PAL 쇼케이스 2019’는 총 지원금 3억 원, 1천여 평의 초대형 공간, 17일간 진행되는 대규모 아트 쇼케이스를 통해 예술계와 많은 기업들로부터 주목받고 있다. 17일(목) 스튜디오 파라다이스에서 진행된 개막식에서는 인천관광공사 민민홍 사장, 계원학원 김영식 이사장, 문화재단 아트랩 어드바이저 유진상 교수, 2018평창동계올림픽을 연출한 양정웅 감독 등 문화예술계 관계자들이 참석하여 자리를 빛냈다. 파라다이스문화재단 최윤정 이사장은 “파라다이스 아트랩은 예술가들의 자유로운 창작활동에서 나아가 대중과 폭넓게 만나고 소통하는 것에 의의가 있다”며, “문화 콘텐츠를 기반으로 하는 파라다이스의 인프라를 적극 활용해 아트랩이 글로벌 플랫폼으로 성장할 수 있도록 노력하겠다”고 소감을 밝혔다. 한편, 파라다이스문화재단은 다양한 장르의 예술 작품 및 재능 있는 아티스트를 지원하고, 복합문화공간 운영, 넌버벌 비주얼 콘텐츠 발굴, 파라다이스 아트랩 등 자체 프로그램의 기획을 통해 매년 예술 문화 지원 사업의 폭을 넓혀가고 있다. 파라다이스 아트랩 2020 모집은 오는 12월에 공고 예정이다.",,"{'question': '‘파라다이스 아트랩 쇼케이스 2019’의 주제는 무엇인가?', 'choices': ['FUTURE MINDS', 'ART AND TECHNOLOGY', 'CULTURAL DIALOGUE', 'CREATIVE EXPRESSION', 'GLOBAL PLATFORM'], 'answer': 1}"
generation-for-nlp-2252,국제,필요 없음,"지난주 세계가 중국 인민은행의 전격적인 위안화 평가절하 조치로 시끄러웠다. 워싱턴DC도 마찬가지였다. 위안화 관련 뉴스 때문에 미국 대통령 선거 출마자의 기사는 주요 기사에서 옆으로 밀려났다.미국의 현지 언론은 ‘중국발(發) 무역전쟁 선포’ ‘디플레이션(경기침체 속 물가 하락)의 수출’이라며 연일 중국 때리기에 나섰다. 하지만 미국 재무부는 긍정적인 평가를 내놨다. 미국 내 중국 전문가들은 이 문제를 어떻게 보고 있을까. 대중(對中)관계에 밝은 미국 정부 쪽 인사와 워싱턴DC의 대표적 싱크탱크인 헤리티지재단, 브루킹스연구소에서 일하는 전문가들을 만나봤다.결론부터 말하면 양쪽 설명이 달랐다. 정부 인사는 “이상할 게 없다. 그동안 중국의 경제상황에 비해 고평가됐던 위안화가 시장 환율을 반영해 조정된 것이다. 오히려 환영할 일”이라고 말했다. 미 재무부, 국제통화기금(IMF)의 해석과 같았다. 그는 오는 9월 미·중 정상회담을 앞두고 미국이 중국 환율조정에 미리 양해했고, 중국이 감사 표시로 미국에 선물 보따리를 준비 중이라는 얘기까지 전했다.그러나 싱크탱크 쪽 시각은 달랐다. “중국의 기습작전에 미국이 보기 좋게 한 방 먹었다”고 했다. 백악관과 의회, 각 행정부 수장들이 여름휴가로 자리를 비운 틈을 타 중국 정부가 ‘환율조정’이라는 카드를 꺼냈고, 미국이 이에 제대로 대응하지 못해 허둥댔다는 것이다. 헤리티지재단 관계자는 “휴가철이 아니었으면 재무부에서도 논평이 그런 식으로 나오진 않았을 것”이라고 말했다. 브루킹스연구소 관계자는 다음달 미국의 금리 인상이 예측되는 시점에 중국이 환율조정 카드를 들고나온 저의를 읽어야 한다고 강조했다. ‘경제가 어려워 환율까지 손대는데 미국이 금리를 올려 상황을 더 어렵게 하면 중국이 어떤 일을 벌일지 모른다’는 강한 경고라는 해석이다.미국이 위안화 평가절하를 알고 용인했는지, 아니면 모르고 있다 당했는지는 정확히 알기 어렵다. 다만 분명한 것은 한국을 포함해 세계 경제의 큰 흐름을 좌우하는 미국의 금리 인상이나 중국의 환율조정 문제를 놓고 두 나라가 물밑에서 밀고 당기는 협상과 싸움을 한다는 것이다. 한국이 이 판에 직접 끼어들 순 없겠지만 최소한 양국 힘겨루기의 파장엔 대비하고 있어야 한다는 게 외환시장 전문가들의 지적이다.",,"{'question': '중국의 위안화 평가절하 조치에 대한 미국 정부의 공식 입장은 무엇인가?', 'choices': ['위안화가 고평가되어 있었고 조정된 것이므로 환영할 일이다.', '중국의 기습작전으로 미국이 허둥댔다.', '중국의 환율조정은 미국의 금리 인상에 대한 반발이다.', '미국은 위안화 평가절하를 전혀 예상하지 못했다.', '중국의 환율조정은 미국 경제에 부정적인 영향을 미친다.'], 'answer': 1}"
generation-for-nlp-2254,사회,필요 없음,"“극단주의에 대한 온건의 승리.”이란 11대 대통령에 성직자 출신 중도개혁파 하산 로하니(64)가 당선됐다. 보수파와 중도파가 경합할 것이라는 예상을 뒤엎고 압승을 거둔 로하니 당선인은 15일(현지시간) 당선이 확정된 직후 발표한 성명에서 “지혜와 성숙함이 승리한 결과”라며 이같이 말했다. 이란 정치권은 일제히 환영 논평을 냈다. 로하니의 당선은 변화를 추구한 이란 국민의 갈망이 빚어낸 결과다. 이번 선거 투표율은 72.71%. 국제사회의 금융제재와 30%가 넘는 물가상승률, 높은 실업률 등 지난 8년간 강경 노선을 택한 마무드 아마디네자드 대통령 밑에서 이란 경제가 붕괴 직전으로 치달은 것의 반작용이라는 해석이다. 선거일을 사흘 앞두고 전격적으로 이뤄진 중도파와 개혁파의 후보 단일화도 당선에 힘을 보탰다.‘저항 경제’를 고수해온 현 대통령과 달리 로하니는 ‘외교의 달인’으로 유명하다. 1979년 이슬람혁명 이후 최고국방위원회 위원, 대통령 국가안보자문, 최고국가안보위원회 사무총장, 핵협상 수석대표 등을 맡았다. 평화적 핵개발 권리를 옹호하면서도 유연한 협상 자세를 강조해온 인물이다. 2005년 아마디네자드 대통령에게 ‘양보할 것은 양보하면서 핵개발을 하자’고 맞서 핵협상 수석대표 자리에서 물러났고, 이 사건을 계기로 중도파 저항 인사로 입지를 굳혔다. 사데크 지바칼람 테헤란대 정치학 교수는 알자지라 방송에서 “로하니가 핵협상 수석대표 때 이란은 핵개발을 하면서도 서구 제재를 피해 갈 수 있었다”고 말했다.로하니는 선거유세를 통해 “이란의 경제를 살리고 세계와 건설적인 관계를 구축하기 위해 이 자리에 나섰다”고 ‘경제 대통령’을 자임했다. 특히 “미국은 세계 최강국이고 현재 적대적 관계를 (긴장을 동반한) 1 대 1 관계로 전환하겠다”며 미국과의 관계 개선을 시사했다. 로하니의 온건 성향에도 불구하고 앞으로 핵 문제, 시리아 내전 등과 관련한 이란의 대외정책이 쉽게 바뀌지는 않을 것으로 보인다. 이란의 권력 구도상 외교 국방 핵개발 종교 등 주요 현안의 최고 결정권은 최고지도자 아야톨라 알리 하메네이가 행사하기 때문이다. 하메네이는 최근 “새 대통령이 서방에 굴복하는 일은 없어야 할 것”이라고 쐐기를 박았다.경제와 국정 현안을 책임질 국가 2인자로서 로하니가 대외 정책에 강한 영향력을 발휘할 것이라는 시각도 있다. 최고국가안보위원회에서 하메네이의 대리인을 역임했을 정도로 현 최고지도자가 신임하는 인물이기 때문이다. 성직자 출신인 그는 보수 성직자, 군부와 원만한 관계를 맺고 있다. 이란 셈난주 소르케에서 태어난 로하니는 10대 때 신학원에서 수학하며 팔레비 왕조의 ‘샤(국왕)’에 반대하는 ‘반(反)샤’ 인물로 성장했다. 1972년 테헤란대 법학과를 졸업한 뒤 전국을 돌아다니며 반샤 연설을 했고, 이슬람 혁명의 아버지로 불리는 아야톨라 루홀라 호메이니의 주목을 받았다. 체포 위협을 피해 프랑스로 도피한 로하니는 파리에서 망명 중이던 호메이니와 합류, 훗날 혁명의 주도 세력이 됐다. 현 최고지도자 하메네이와의 인연도 이때 시작됐다. 로하니는 오는 8월1일 최고지도자의 대통령 승인식을 거쳐 같은 달 3일 대통령으로 공식 취임한다.",,"{'question': '하산 로하니가 당선된 이란의 대통령 선거에서 나타난 주요한 사회적 반응은 무엇인가?', 'choices': ['보수파의 압승', '변화를 추구한 이란 국민의 갈망', '국제사회의 금융제재', '높은 실업률', '강경 노선의 지속'], 'answer': 2}"
